title,budget,revenue,release_date,genres,release_year,genre
Stalingrad,30000000.0,68129518.0,2013-10-09,"[{'id': 10752, 'name': 'War'}, {'id': 28, 'name': 'Action'}]",2013,War
The Imitation Game,14000000.0,233555708.0,2014-11-14,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]",2014,History
Inherent Vice,20000000.0,11110975.0,2014-12-25,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",2014,Comedy
The Hunger Games: Mockingjay - Part 1,125000000.0,752100229.0,2014-11-18,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",2014,Science Fiction
Exodus: Gods and Kings,140000000.0,268031828.0,2014-12-03,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",2014,Adventure
Dumb and Dumber To,40000000.0,169837010.0,2014-11-12,"[{'id': 35, 'name': 'Comedy'}]",2014,Comedy
Repentance,5000000.0,1189612.0,2014-02-28,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",2014,Horror
The Theory of Everything,15000000.0,123726688.0,2014-11-26,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2014,Drama
"Moscow, Belgium",560000.0,1500000.0,2008-01-30,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",2008,Romance
Dolphin Tale 2,36000000.0,52424533.0,2014-09-12,"[{'id': 10751, 'name': 'Family'}, {'id': 18, 'name': 'Drama'}]",2014,Family
When the Game Stands Tall,15000000.0,30127963.0,2014-08-22,"[{'id': 18, 'name': 'Drama'}]",2014,Drama
Aashiqui 2,1300000.0,16000000.0,2013-04-25,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2013,Drama
Ragnarok,6500000.0,3721345.0,2013-11-11,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",2013,Action
20th Century Boys - Chapter 1: Beginning of the End,20000000.0,31244858.0,2008-08-19,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 9648, 'name': 'Mystery'}]",2008,Science Fiction
Beyond the Lights,7000000.0,14618727.0,2014-09-10,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",2014,Romance
In the Heart of the Sea,100000000.0,93820758.0,2015-11-20,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 36, 'name': 'History'}]",2015,Thriller
Jurassic World,150000000.0,1513528810.0,2015-06-09,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",2015,Action
My Dear Desperado,800000.0,4214668.0,2010-05-20,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",2010,Romance
Horrible Bosses 2,42000000.0,107670357.0,2014-11-26,"[{'id': 35, 'name': 'Comedy'}]",2014,Comedy
Lucia,79000.0,170000.0,2013-10-19,"[{'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",2013,Fantasy
Penguins of Madagascar,132000000.0,373552094.0,2014-11-22,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",2014,Family
Black or White,9000000.0,21571189.0,2014-09-06,"[{'id': 18, 'name': 'Drama'}]",2014,Drama
The Water Diviner,22500000.0,15520023.0,2014-12-25,"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}]",2014,War
Still Alice,5000000.0,43884652.0,2014-12-05,"[{'id': 18, 'name': 'Drama'}]",2014,Drama
Paddington,55000000.0,259207227.0,2014-11-27,"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",2014,Family
Maze Runner: The Scorch Trials,61000000.0,311256926.0,2015-09-09,"[{'id': 28, 'name': 'Action'}]",2015,Action
Clouds of Sils Maria,6600000.0,1851517.0,2014-08-20,"[{'id': 18, 'name': 'Drama'}]",2014,Drama
Hard to Be a God,7000000.0,1310673.0,2013-02-27,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",2013,Drama
Kill the Messenger,5000000.0,2450846.0,2014-10-09,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",2014,Thriller
The Face of Love,4000000.0,350006.0,2013-10-25,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2013,Drama
The Hobbit: The Battle of the Five Armies,250000000.0,956019788.0,2014-12-10,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",2014,Action
Selma,20000000.0,66787908.0,2014-12-25,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]",2014,History
Unbroken,65000000.0,163442937.0,2014-12-25,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",2014,Drama
Fat Pizza,400000.0,7888102.0,2003-04-10,"[{'id': 35, 'name': 'Comedy'}]",2003,Comedy
Khumba,20000000.0,27187375.0,2013-07-18,"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]",2013,Animation
A Girl Walks Home Alone at Night,1000000.0,395000.0,2014-01-19,"[{'id': 27, 'name': 'Horror'}, {'id': 10749, 'name': 'Romance'}]",2014,Horror
Mommy,4900000.0,3494070.0,2014-05-22,"[{'id': 18, 'name': 'Drama'}]",2014,Drama
A Most Violent Year,20000000.0,12007070.0,2014-12-30,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",2014,Crime
Wild,15000000.0,52501541.0,2014-12-05,"[{'id': 18, 'name': 'Drama'}]",2014,Drama
Big Eyes,10000000.0,28883511.0,2014-12-24,"[{'id': 18, 'name': 'Drama'}]",2014,Drama
Into the Woods,50000000.0,212902372.0,2014-12-25,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",2014,Fantasy
The Interview,44000000.0,12342632.0,2014-12-25,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",2014,Action
Kingsman: The Secret Service,81000000.0,414351546.0,2015-01-29,"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",2015,Crime
Night at the Museum: Secret of the Tomb,127000000.0,349424282.0,2014-12-17,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}]",2014,Adventure
Madea's Big Happy Family,25000000.0,53213633.0,2011-04-22,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",2011,Comedy
Seventh Son,95000000.0,114178613.0,2014-12-12,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",2014,Adventure
Gloss,2500000.0,4684165.0,2007-08-23,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",2007,Comedy
Fishtales,14000000.0,9216.0,2007-08-24,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10749, 'name': 'Romance'}, {'id': 10751, 'name': 'Family'}, {'id': 10769, 'name': 'Foreign'}]",2007,Fantasy
Annie,65000000.0,133821816.0,2014-12-19,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",2014,Comedy
PK,13000000.0,120000000.0,2014-12-18,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",2014,Comedy
Foodfight!,65000000.0,73706.0,2012-06-15,"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",2012,Animation
Drishyam,750000.0,12000000.0,2013-12-19,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",2013,Crime
Chappie,49000000.0,104399548.0,2015-03-04,"[{'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",2015,Crime
Gimme Shelter,7500000.0,1359910.0,2013-10-17,"[{'id': 18, 'name': 'Drama'}]",2013,Drama
Taken 3,48000000.0,325771424.0,2014-12-16,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]",2014,Thriller
Blackhat,70000000.0,17752940.0,2015-01-13,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",2015,Crime
Terminator Genisys,155000000.0,440603537.0,2015-06-23,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 12, 'name': 'Adventure'}]",2015,Science Fiction
The Woman in Black 2: Angel of Death,1000000.0,26501323.0,2014-12-30,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}]",2014,Thriller
Forbidden Kingdom,26000000.0,34592118.0,2014-01-30,"[{'id': 53, 'name': 'Thriller'}, {'id': 12, 'name': 'Adventure'}, {'id': 9648, 'name': 'Mystery'}, {'id': 14, 'name': 'Fantasy'}]",2014,Thriller
Justin Bieber: Never Say Never,13000000.0,98441954.0,2011-02-11,"[{'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}, {'id': 10751, 'name': 'Family'}]",2011,Documentary
Nurse 3-D,10.0,10000000.0,2013-09-28,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",2013,Horror
"Tad, the Lost Explorer",10500000.0,23000000.0,2012-08-31,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]",2012,Animation
Nothing Left to Fear,3000000.0,1675381.0,2013-09-26,"[{'id': 27, 'name': 'Horror'}]",2013,Horror
It Follows,2000000.0,14674076.0,2015-02-04,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",2015,Horror
Highway to Hell,9000000.0,26055.0,1991-11-21,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",1991,Fantasy
The Berlin File,9000000.0,48965210.0,2013-01-30,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",2013,Action
Tim,600000.0,809000.0,1979-07-13,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",1979,Romance
Solomon and Sheba,5000000.0,12200000.0,1959-12-25,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",1959,Drama
Peter and Vandy,500000.0,11276.0,2009-01-01,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",2009,Drama
Kandahar,7000000.0,15172408.0,2010-02-04,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",2010,Drama
Torrente 5: Operación Eurovegas,9272437.0,11672363.0,2014-10-03,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",2014,Action
Mad Max: Fury Road,150000000.0,378858340.0,2015-05-13,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",2015,Action
Insidious: Chapter 3,10000000.0,104303851.0,2015-06-04,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",2015,Drama
Star Wars: The Force Awakens,245000000.0,2068223624.0,2015-12-15,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 14, 'name': 'Fantasy'}]",2015,Action
Ben-Hur,100000000.0,94061311.0,2016-08-17,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",2016,Adventure
Warcraft,160000000.0,433677183.0,2016-05-25,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",2016,Action
Avengers: Age of Ultron,280000000.0,1405403694.0,2015-04-22,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",2015,Action
Pirates of the Caribbean: Dead Men Tell No Tales,230000000.0,794191988.0,2017-05-23,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}]",2017,Adventure
Ant-Man,130000000.0,519311965.0,2015-07-14,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",2015,Science Fiction
Fantastic Four,120000000.0,167977596.0,2015-08-05,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",2015,Action
Deadpool,58000000.0,783112979.0,2016-02-09,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",2016,Action
Guardians of the Galaxy Vol. 2,200000000.0,863416141.0,2017-04-19,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",2017,Action
Captain America: Civil War,250000000.0,1153304495.0,2016-04-27,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",2016,Adventure
Doctor Strange,165000000.0,677718395.0,2016-10-25,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",2016,Action
X-Men: Apocalypse,178000000.0,543934787.0,2016-05-18,"[{'id': 878, 'name': 'Science Fiction'}]",2016,Science Fiction
Sankofa,1000000.0,2691899.0,1993-05-28,"[{'id': 18, 'name': 'Drama'}]",1993,Drama
My Way,27563396.0,29193330.0,2012-03-14,"[{'id': 18, 'name': 'Drama'}]",2012,Drama
The Derby Stallion,750000.0,4000000.0,2005-07-04,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",2005,Drama
Cake,7000000.0,2360281.0,2014-09-07,"[{'id': 18, 'name': 'Drama'}]",2014,Drama
The Snow Queen,7000000.0,12400000.0,2012-10-11,"[{'id': 16, 'name': 'Animation'}, {'id': 14, 'name': 'Fantasy'}]",2012,Animation
Hard Contract,4000000.0,1750000.0,1969-04-30,"[{'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}]",1969,Crime
The Gambler,25000000.0,39171130.0,2014-12-25,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",2014,Thriller
Parrish,1500000.0,4200000.0,1961-05-04,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1961,Drama
Mortdecai,60000000.0,30418560.0,2015-01-21,"[{'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]",2015,Comedy
Fifty Shades of Grey,40000000.0,571006128.0,2015-02-11,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",2015,Drama
The DUFF,8500000.0,43528634.0,2015-02-20,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",2015,Romance
Of Horses and Men,10.0,11.0,2013-08-30,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",2013,Drama
Project Almanac,12000000.0,32248241.0,2015-01-29,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",2015,Science Fiction
Brooklyn,11000000.0,62076141.0,2015-10-20,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2015,Drama
A Walk in the Woods,8000000.0,35991087.0,2015-09-02,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",2015,Adventure
99 Homes,8000000.0,1411927.0,2014-10-09,"[{'id': 18, 'name': 'Drama'}]",2014,Drama
Aloft,8000000.0,53086.0,2014-02-12,"[{'id': 18, 'name': 'Drama'}]",2014,Drama
The Bronze,3500000.0,615816.0,2016-01-22,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",2016,Drama
The D Train,447524.0,771317.0,2015-05-08,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",2015,Drama
The Diary of a Teenage Girl,2000000.0,1477002.0,2015-08-07,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2015,Drama
Dope,700000.0,17986781.0,2015-06-19,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",2015,Crime
Miss Julie,5500000.0,5000000.0,2014-09-07,"[{'id': 18, 'name': 'Drama'}]",2014,Drama
The Loft,14000000.0,10076790.0,2014-10-14,"[{'id': 53, 'name': 'Thriller'}]",2014,Thriller
Lost River,2000000.0,45431.0,2015-04-08,"[{'id': 14, 'name': 'Fantasy'}, {'id': 53, 'name': 'Thriller'}]",2015,Fantasy
Battletruck,1000000.0,3000000.0,1982-01-01,"[{'id': 878, 'name': 'Science Fiction'}]",1982,Science Fiction
Italiano medio,1816720.0,4541800.0,2015-01-29,"[{'id': 35, 'name': 'Comedy'}]",2015,Comedy
The Hateful Eight,44000000.0,155760117.0,2015-12-25,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 37, 'name': 'Western'}]",2015,Crime
Paper Towns,12000000.0,85512300.0,2015-06-18,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]",2015,Drama
The Wedding Ringer,23000000.0,79799880.0,2015-01-16,"[{'id': 35, 'name': 'Comedy'}]",2015,Comedy
The Boy Next Door,4000000.0,52425855.0,2015-01-23,"[{'id': 53, 'name': 'Thriller'}]",2015,Thriller
Crimson Peak,55000000.0,74679822.0,2015-10-13,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}]",2015,Mystery
Hot Tub Time Machine 2,14000000.0,12314651.0,2015-02-20,"[{'id': 35, 'name': 'Comedy'}]",2015,Comedy
Focus,50100000.0,153962963.0,2015-02-25,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",2015,Romance
The SpongeBob Movie: Sponge Out of Water,74000000.0,311594032.0,2015-02-05,"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",2015,Animation
Demonic,3000000.0,3387000.0,2015-02-12,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",2015,Thriller
The Second Best Exotic Marigold Hotel,10000000.0,85978266.0,2015-02-26,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",2015,Drama
Tracers,11000000.0,593683.0,2015-01-15,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",2015,Action
Wolf Totem,38000000.0,123205624.0,2015-02-19,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",2015,Adventure
The Lazarus Effect,3300000.0,64110728.0,2015-01-29,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",2015,Thriller
Unfinished Business,35000000.0,14431253.0,2015-03-05,"[{'id': 35, 'name': 'Comedy'}]",2015,Comedy
Soulless,2800000.0,13218980.0,2012-10-04,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",2012,Comedy
Raanjhanaa,6400000.0,18000000.0,2013-06-21,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2013,Drama
Run All Night,50000000.0,71561644.0,2015-03-11,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",2015,Action
Stand by Me Doraemon,35000000.0,83061158.0,2014-08-08,"[{'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",2014,Fantasy
Cinderella,95000000.0,543514353.0,2015-03-12,"[{'id': 10749, 'name': 'Romance'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}, {'id': 18, 'name': 'Drama'}]",2015,Romance
Poltergeist,35000000.0,95437994.0,2015-05-20,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",2015,Horror
Pan,150000000.0,128388320.0,2015-09-24,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",2015,Adventure
While We're Young,10000000.0,7587485.0,2015-04-03,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",2015,Comedy
Suite Française,15000000.0,9104716.0,2014-11-05,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",2014,Drama
Insurgent,110000000.0,295238201.0,2015-03-18,"[{'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",2015,Adventure
Big Game,8500000.0,7500000.0,2014-09-05,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",2014,Action
La vérité si je mens !,4000000.0,29456000.0,1997-04-01,"[{'id': 35, 'name': 'Comedy'}]",1997,Comedy
Home,135000000.0,368871007.0,2015-03-18,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}]",2015,Fantasy
Midnight Special,18000000.0,6212282.0,2016-02-18,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",2016,Adventure
The Gunman,40000000.0,13644292.0,2015-02-16,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",2015,Action
Escobar: Paradise Lost,17000000.0,3758328.0,2014-10-11,"[{'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}]",2014,Thriller
Furious 7,190000000.0,1506249360.0,2015-04-01,"[{'id': 28, 'name': 'Action'}]",2015,Action
Unfriended,1000000.0,62882090.0,2015-04-17,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",2015,Horror
Bolero,7000000.0,8914881.0,1984-08-31,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",1984,Drama
Child 44,50000000.0,3324330.0,2015-03-15,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",2015,Crime
Get Hard,40000000.0,111811453.0,2015-03-26,"[{'id': 35, 'name': 'Comedy'}]",2015,Comedy
What Men Talk About,1950000.0,12005838.0,2010-03-04,"[{'id': 35, 'name': 'Comedy'}]",2010,Comedy
Kung Fu Jungle,25000000.0,129115.0,2014-10-31,"[{'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",2014,Crime
Infinitely Polar Bear,6700000.0,1430655.0,2014-01-18,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",2014,Comedy
Woman in Gold,11000000.0,61619773.0,2015-04-10,"[{'id': 18, 'name': 'Drama'}]",2015,Drama
Samba,20000000.0,151530.0,2014-10-15,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",2014,Drama
Space Dogs,25000000.0,6500000.0,2010-03-18,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}]",2010,Family
Tomorrowland,190000000.0,209154322.0,2015-05-19,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}]",2015,Adventure
Long Live Freedom,5000000.0,48125.0,2013-02-13,"[{'id': 18, 'name': 'Drama'}]",2013,Drama
Paul Blart: Mall Cop 2,38000000.0,107597242.0,2015-04-16,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",2015,Action
Parts Per Billion,500000.0,15000000.0,2014-03-25,"[{'id': 878, 'name': 'Science Fiction'}]",2014,Science Fiction
The Admiral: Roaring Currents,9500000.0,112156811.0,2014-07-30,"[{'id': 12, 'name': 'Adventure'}, {'id': 10752, 'name': 'War'}]",2014,Adventure
The Longest Ride,34000000.0,63013281.0,2015-04-09,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2015,Drama
The Age of Adaline,25000000.0,65663276.0,2015-04-16,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2015,Fantasy
Danny Collins,10000000.0,10835752.0,2015-03-19,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",2015,Comedy
Grandma,600000.0,7087452.0,2015-06-04,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",2015,Comedy
50 to 1,10000000.0,1064454.0,2014-03-21,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",2014,Comedy
